UserID,Age,Email,Pays,Produit,Catégorie,Prix,DateAchat,EmailValide
CUST0159,57,user159@gmail.com,Canada,PRD023,Électronique,41.2,2023-01-28,True
CUST0160,38,user160@gmail.com,Belgique,PRD013,Électronique,17.73,2023-09-16,True
CUST0161,52,user161@hotmail.com,USA,PRD023,Sport,68.62,2023-03-25,True
CUST0162,52,user162@hotmail.com,Canada,PRD010,Sport,43.31,2023-06-04,True
CUST0166,35,user166@hotmail.com,France,PRD024,Maison,74.46,2023-06-15,True
CUST0168,20,user168@gmail.com,France,PRD019,Maison,47.77,2023-09-15,True
CUST0169,50,user169@hotmail.com,France,PRD003,Alimentation,65.36,2023-03-22,True
CUST0173,30,user173@yaho.com,Canada,PRD028,Mode,32.02,,True
CUST0175,27,user175@yaho.com,USA,PRD020,Maison,73.29,2023-03-03,True
CUST0178,69,user178@hotmail.com,USA,PRD013,Alimentation,9.61,2023-08-11,True
CUST0179,25,user179@hotmail.com,USA,PRD009,Maison,71.43,2023-10-06,True
CUST0180,36,user180@yaho.com,USA,PRD010,Alimentation,94.24,2023-10-21,True
CUST0181,24,user181@hotmail.com,France,PRD001,Alimentation,72.24,2023-10-11,True
CUST0182,68,user182@gmail.com,France,PRD024,Maison,6.98,2023-10-04,True
CUST0183,66,user183@gmail.com,Canada,PRD025,Maison,85.37,2023-04-17,True
CUST0184,32,user184@yaho.com,USA,PRD008,Alimentation,50.83,2023-05-26,True
CUST0185,54,user185@gmail.com,Canada,PRD016,Mode,45.35,2023-04-09,True
CUST0186,62,user186@gmail.com,Canada,PRD025,Alimentation,59.02,2023-03-14,True
CUST0188,46,user188@hotmail.com,,PRD023,Alimentation,50.06,2023-01-30,True
CUST0189,31,user189@gmail.com,France,PRD005,Mode,82.41,2023-07-07,True
CUST0190,23,user190@gmail.com,Belgique,PRD004,Sport,62.45,2023-10-15,True
CUST0191,67,user191@hotmail.com,Belgique,PRD004,Électronique,51.17,2023-07-14,True
CUST0192,67,user192@gmail.com,Canada,PRD021,Électronique,51.79,2023-06-05,True
CUST0193,52,user193@gmail.com,France,PRD014,Mode,26.37,2023-06-21,True
CUST0196,57,user196@gmail.com,France,PRD008,Mode,70.45,2023-01-23,True
CUST0197,67,user197@hotmail.com,Canada,PRD002,Sport,6.29,2023-03-16,True
CUST0198,66,user198@gmail.com,France,PRD019,Sport,67.1,2023-02-17,True
CUST0199,60,user199@gmail.com,Belgique,PRD025,Électronique,69.59,2023-06-09,True
CUST0201,22,user201@yaho.com,France,PRD028,Mode,51.74,2023-04-28,True
CUST0202,26,user202@yaho.com,Belgique,PRD026,Sport,68.33,2023-04-10,True
CUST0203,67,user203@hotmail.com,France,PRD009,Mode,46.81,2023-06-16,True
CUST0204,51,user204@yaho.com,France,PRD002,Maison,26.27,2023-10-17,True
CUST0205,18,user205@hotmail.com,USA,PRD017,Électronique,80.61,2023-06-05,True
CUST0206,23,user206@yaho.com,Belgique,PRD017,Sport,48.06,2023-01-07,True
CUST0208,18,user208@hotmail.com,France,PRD016,Alimentation,40.66,2023-02-25,True
CUST0209,26,user209@yaho.com,Canada,PRD023,Électronique,41.45,2023-07-12,True
CUST0211,55,user211@yaho.com,Canada,PRD002,Mode,96.94,2023-05-28,True
CUST0212,53,user212@gmail.com,Belgique,PRD005,Maison,60.45,2023-10-02,True
CUST0213,30,user213@gmail.com,Belgique,PRD012,Maison,54.14,2023-06-06,True
CUST0215,30,user215@gmail.com,USA,PRD028,Sport,69.58,2023-05-06,True
CUST0216,35,user216@gmail.com,USA,PRD014,Mode,55.08,,True
CUST0217,58,user217@hotmail.com,USA,PRD024,Alimentation,40.41,2023-10-21,True
CUST0218,53,user218@yaho.com,France,PRD008,Mode,56.32,2023-03-05,True
CUST0219,64,user219@hotmail.com,,PRD003,Alimentation,48.67,2023-06-25,True
CUST0220,53,user220@yaho.com,USA,PRD013,Maison,51.83,2023-04-26,True
CUST0222,23,user222@hotmail.com,France,PRD001,Mode,39.19,2023-01-31,True
CUST0223,38,user223@yaho.com,,PRD010,Mode,60.27,2023-04-23,True
CUST0224,32,user224@yaho.com,Canada,PRD008,Alimentation,68.98,2023-03-08,True
CUST0225,31,user225@hotmail.com,USA,PRD023,Maison,36.76,2023-03-16,True
CUST0227,39,user227@yaho.com,,PRD026,Alimentation,46.99,2023-09-17,True
CUST0228,66,user228@gmail.com,France,PRD027,Maison,40.77,2023-06-03,True
CUST0229,52,user229@yaho.com,France,PRD028,Sport,73.05,2023-06-04,True
CUST0230,61,user230@gmail.com,France,PRD008,Électronique,29.96,2023-08-22,True
CUST0231,45,user231@hotmail.com,USA,PRD002,Mode,51.37,2023-02-20,True
CUST0232,49,user232@yaho.com,Canada,PRD024,Électronique,100.92,,True
CUST0233,44,user233@gmail.com,Canada,PRD001,Mode,58.26,2023-09-19,True
CUST0234,28,user234@gmail.com,Belgique,PRD011,Sport,61.59,,True
CUST0235,57,user235@hotmail.com,USA,PRD009,Maison,73.21,2023-05-05,True
CUST0236,33,user236@yaho.com,Belgique,PRD008,Alimentation,40.74,2023-09-02,True
CUST0237,19,user237@yaho.com,USA,PRD014,Sport,28.37,2023-01-30,True
CUST0238,53,user238@hotmail.com,Belgique,PRD007,Électronique,53.53,2023-05-02,True
CUST0239,27,user239@yaho.com,Belgique,PRD024,Alimentation,55.31,2023-05-05,True
CUST0240,69,user240@hotmail.com,Belgique,PRD004,Maison,17.64,2023-02-06,True
CUST0243,38,user243@yaho.com,Canada,PRD001,Sport,31.74,2023-02-04,True
CUST0244,18,user244@gmail.com,France,PRD023,Sport,58.71,2023-03-28,True
CUST0245,68,user245@gmail.com,USA,PRD027,Maison,67.85,2023-05-14,True
CUST0249,64,user249@gmail.com,Canada,PRD026,Sport,27.45,2023-10-12,True
CUST0250,34,user250@yaho.com,France,PRD004,Maison,41.06,2023-03-18,True
CUST0251,39,user251@hotmail.com,USA,PRD015,Mode,38.28,2023-02-28,True
CUST0253,35,user253@hotmail.com,Belgique,PRD017,Mode,71.87,2023-04-19,True
CUST0256,69,user256@gmail.com,Canada,PRD027,Mode,28.73,2023-03-09,True
CUST0257,56,user257@gmail.com,Canada,PRD015,Sport,35.2,2023-03-10,True
CUST0258,49,user258@gmail.com,USA,PRD012,Alimentation,61.17,2023-06-14,True
CUST0259,23,user259@hotmail.com,,PRD027,Alimentation,26.2,,True
CUST0260,51,user260@gmail.com,France,PRD004,Maison,64.68,2023-06-11,True
CUST0262,25,user262@hotmail.com,France,PRD016,Électronique,63.34,2023-02-11,True
CUST0265,58,user265@gmail.com,Canada,PRD012,Mode,87.93,2023-09-07,True
CUST0266,56,user266@yaho.com,,PRD029,Électronique,84.17,2023-01-21,True
CUST0267,56,user267@yaho.com,USA,PRD028,Électronique,41.75,2023-10-27,True
CUST0268,37,user268@gmail.com,Belgique,PRD018,Alimentation,57.8,2023-05-19,True
CUST0269,34,user269@yaho.com,USA,PRD025,Électronique,74.08,2023-04-02,True
CUST0270,62,user270@hotmail.com,France,PRD002,Mode,63.63,2023-10-07,True
CUST0271,62,user271@hotmail.com,USA,PRD023,Sport,44.53,2023-05-05,True
CUST0272,65,user272@gmail.com,France,PRD007,Sport,35.03,2023-04-21,True
CUST0273,67,user273@yaho.com,Belgique,PRD001,Alimentation,67.36,2023-05-19,True
CUST0275,45,user275@hotmail.com,France,PRD026,Mode,84.31,2023-04-09,True
CUST0276,61,user276@hotmail.com,France,PRD012,Électronique,16.26,2023-09-09,True
CUST0277,53,user277@hotmail.com,,PRD012,Mode,24.94,2023-04-14,True
CUST0278,56,user278@hotmail.com,,PRD000,Maison,73.24,2023-08-02,True
CUST0280,66,user280@gmail.com,Canada,PRD023,Maison,74.77,2023-06-01,True
CUST0281,36,user281@hotmail.com,Canada,PRD018,Alimentation,45.7,2023-09-07,True
CUST0284,49,user284@hotmail.com,France,PRD027,Sport,23.09,2023-01-08,True
CUST0285,19,user285@yaho.com,USA,PRD000,Alimentation,66.48,2023-10-11,True
CUST0286,43,user286@hotmail.com,Canada,PRD026,Mode,83.79,2023-01-05,True
CUST0287,47,user287@gmail.com,Belgique,PRD026,Maison,67.41,2023-05-25,True
CUST0289,50,user289@gmail.com,USA,PRD008,Électronique,19.24,2023-06-13,True
CUST0291,20,user291@hotmail.com,Canada,PRD010,Électronique,23.41,2023-03-05,True
CUST0292,63,user292@hotmail.com,Canada,PRD012,Maison,49.75,2023-04-01,True
CUST0294,24,user294@yaho.com,France,PRD020,Alimentation,67.37,2023-09-24,True
CUST0295,46,user295@yaho.com,USA,PRD009,Sport,14.08,,True
CUST0296,60,user296@hotmail.com,USA,PRD003,Sport,76.22,2023-06-22,True
CUST0298,52,user298@gmail.com,Canada,PRD005,Mode,43.46,2023-05-20,True
CUST0299,22,user299@hotmail.com,USA,PRD027,Mode,26.2,2023-09-03,True
CUST0301,47,user301@yaho.com,France,PRD004,Électronique,44.0,2023-09-03,True
CUST0302,47,user302@yaho.com,Canada,PRD010,Alimentation,49.6,2023-01-05,True
CUST0303,52,user303@gmail.com,Canada,PRD012,Maison,57.67,2023-07-03,True
CUST0304,57,user304@yaho.com,Belgique,PRD025,Électronique,31.74,2023-01-20,True
CUST0307,35,user307@yaho.com,USA,PRD022,Alimentation,65.28,2023-03-11,True
CUST0308,61,user308@gmail.com,Belgique,PRD009,Électronique,65.46,2023-01-17,True
CUST0309,32,user309@gmail.com,France,PRD009,Alimentation,26.9,2023-05-27,True
CUST0310,42,user310@yaho.com,USA,PRD010,Sport,45.27,2023-06-03,True
CUST0311,22,user311@hotmail.com,USA,PRD020,Alimentation,42.07,,True
CUST0312,19,user312@yaho.com,France,PRD029,Mode,58.5,2023-04-18,True
CUST0314,63,user314@gmail.com,USA,PRD017,Alimentation,53.11,,True
CUST0316,40,user316@yaho.com,Canada,PRD001,Sport,44.18,2023-07-02,True
CUST0317,27,user317@yaho.com,Belgique,PRD013,Maison,41.84,2023-09-07,True
CUST0319,31,user319@gmail.com,Belgique,PRD028,Mode,19.24,2023-04-12,True
CUST0321,57,user321@hotmail.com,France,PRD006,Sport,35.63,2023-08-04,True
CUST0322,54,user322@yaho.com,Belgique,PRD001,Maison,76.2,2023-07-22,True
CUST0323,33,user323@gmail.com,Belgique,PRD012,Alimentation,50.78,2023-07-11,True
CUST0325,58,user325@gmail.com,USA,PRD026,Sport,48.07,2023-08-30,True
CUST0326,48,user326@hotmail.com,Belgique,PRD016,Maison,57.31,2023-06-28,True
CUST0327,51,user327@yaho.com,Belgique,PRD008,Sport,78.04,2023-08-07,True
CUST0329,31,user329@gmail.com,Belgique,PRD007,Sport,74.37,2023-04-02,True
CUST0332,18,user332@gmail.com,France,PRD023,Électronique,93.84,2023-09-17,True
CUST0333,24,user333@yaho.com,France,PRD012,Mode,63.61,2023-06-12,True
CUST0334,20,user334@yaho.com,Belgique,PRD002,Sport,57.46,2023-02-17,True
CUST0336,64,user336@yaho.com,USA,PRD005,Mode,35.94,2023-08-13,True
CUST0338,43,user338@yaho.com,Canada,PRD029,Maison,61.56,2023-03-04,True
CUST0339,23,user339@hotmail.com,Canada,PRD006,Mode,39.55,2023-10-21,True
CUST0340,44,user340@hotmail.com,France,PRD009,Alimentation,41.32,2023-01-13,True
CUST0343,41,user343@hotmail.com,USA,PRD027,Mode,60.93,2023-07-27,True
CUST0344,39,user344@yaho.com,France,PRD027,Alimentation,52.46,2023-04-24,True
CUST0346,52,user346@gmail.com,France,PRD029,Maison,10.62,2023-08-02,True
CUST0347,20,user347@yaho.com,USA,PRD004,Alimentation,45.63,2023-06-20,True
CUST0348,38,user348@yaho.com,Canada,PRD028,Maison,29.53,2023-02-23,True
CUST0349,52,user349@hotmail.com,Canada,PRD021,Sport,56.03,2023-10-25,True
CUST0351,64,user351@yaho.com,,PRD019,Maison,47.69,2023-05-06,True
CUST0355,53,user355@hotmail.com,France,PRD026,Sport,28.97,2023-06-18,True
CUST0357,50,user357@hotmail.com,Belgique,PRD011,Alimentation,50.72,2023-02-04,True
CUST0358,69,user358@gmail.com,Canada,PRD021,Alimentation,54.84,2023-07-03,True
CUST0359,49,user359@yaho.com,France,PRD016,Électronique,30.61,2023-10-13,True
CUST0360,39,user360@yaho.com,,PRD009,Électronique,64.52,2023-02-26,True
CUST0361,53,user361@gmail.com,Belgique,PRD021,Alimentation,40.82,2023-08-10,True
CUST0362,43,user362@hotmail.com,Canada,PRD000,Électronique,16.87,,True
CUST0363,47,user363@yaho.com,Belgique,PRD021,Sport,75.13,2023-06-12,True
CUST0364,69,user364@hotmail.com,Belgique,PRD025,Alimentation,72.88,2023-01-19,True
CUST0365,39,user365@hotmail.com,Canada,PRD023,Électronique,9.69,2023-09-21,True
CUST0367,67,user367@gmail.com,France,PRD017,Alimentation,37.97,2023-04-23,True
CUST0368,28,user368@gmail.com,USA,PRD017,Alimentation,82.79,2023-01-30,True
CUST0369,21,user369@hotmail.com,USA,PRD013,Sport,48.01,2023-05-15,True
CUST0371,18,user371@gmail.com,France,PRD028,Mode,67.64,2023-03-06,True
CUST0374,21,user374@hotmail.com,France,PRD026,Sport,34.6,2023-02-06,True
CUST0378,62,user378@hotmail.com,France,PRD011,Alimentation,24.51,2023-08-20,True
CUST0380,24,user380@gmail.com,France,PRD028,Maison,35.34,2023-07-07,True
CUST0381,56,user381@gmail.com,Canada,PRD010,Maison,35.97,2023-05-08,True
CUST0383,66,user383@hotmail.com,France,PRD005,Électronique,29.44,2023-05-07,True
CUST0384,58,user384@hotmail.com,,PRD014,Mode,59.41,2023-09-14,True
CUST0386,33,user386@gmail.com,Canada,PRD018,Électronique,41.35,2023-02-04,True
CUST0387,27,user387@hotmail.com,France,PRD010,Mode,76.54,2023-07-13,True
CUST0388,59,user388@gmail.com,France,PRD025,Sport,24.54,2023-07-10,True
CUST0392,38,user392@yaho.com,USA,PRD013,Mode,41.88,2023-10-17,True
CUST0396,64,user396@hotmail.com,France,PRD016,Maison,57.74,2023-09-16,True
CUST0399,59,user399@yaho.com,France,PRD008,Mode,61.59,2023-10-17,True
CUST0400,23,user400@hotmail.com,France,PRD006,Maison,19.35,2023-02-14,True
CUST0401,67,user401@yaho.com,France,PRD014,Électronique,70.66,2023-03-02,True
CUST0403,63,user403@hotmail.com,Canada,PRD028,Sport,71.52,2023-05-03,True
CUST0404,35,user404@yaho.com,Belgique,PRD028,Sport,47.55,2023-01-16,True
CUST0406,39,user406@gmail.com,USA,PRD019,Mode,66.32,2023-05-25,True
CUST0408,67,user408@hotmail.com,France,PRD014,Alimentation,15.14,2023-08-22,True
CUST0409,22,user409@yaho.com,Belgique,PRD013,Électronique,49.9,2023-05-24,True
CUST0410,35,user410@yaho.com,Canada,PRD019,Électronique,42.21,2023-07-07,True
CUST0413,49,user413@hotmail.com,Belgique,PRD026,Sport,60.66,2023-04-21,True
CUST0414,52,user414@hotmail.com,Canada,PRD002,Électronique,70.24,2023-10-17,True
CUST0415,42,user415@hotmail.com,Belgique,PRD016,Électronique,56.42,2023-10-22,True
CUST0417,35,user417@hotmail.com,USA,PRD011,Mode,47.67,2023-04-30,True
CUST0418,54,user418@hotmail.com,,PRD023,Électronique,59.3,2023-02-24,True
CUST0419,59,user419@gmail.com,France,PRD027,Maison,53.33,2023-01-27,True
CUST0422,22,user422@yaho.com,USA,PRD014,Électronique,66.18,2023-08-19,True
CUST0425,48,user425@gmail.com,France,PRD026,Électronique,76.24,2023-08-21,True
CUST0426,42,user426@hotmail.com,France,PRD019,Alimentation,31.03,2023-06-07,True
CUST0429,24,user429@gmail.com,France,PRD024,Sport,44.86,2023-02-22,True
CUST0432,51,user432@gmail.com,USA,PRD026,Mode,37.91,2023-10-08,True
CUST0433,23,user433@yaho.com,Canada,PRD000,Électronique,48.48,2023-08-02,True
CUST0434,22,user434@yaho.com,France,PRD025,Électronique,71.86,2023-01-31,True
CUST0437,62,user437@hotmail.com,USA,PRD014,Électronique,53.72,2023-02-01,True
CUST0439,22,user439@hotmail.com,Canada,PRD028,Mode,49.64,2023-01-10,True
CUST0440,22,user440@yaho.com,France,PRD002,Maison,37.78,2023-02-23,True
CUST0443,38,user443@gmail.com,USA,PRD023,Maison,5.94,2023-06-09,True
CUST0445,69,user445@yaho.com,France,PRD017,Mode,47.11,2023-06-27,True
CUST0447,59,user447@hotmail.com,USA,PRD011,Sport,50.7,2023-01-22,True
CUST0449,22,user449@hotmail.com,Canada,PRD026,Maison,64.19,2023-07-10,True
CUST0450,60,user450@gmail.com,Canada,PRD007,Électronique,45.77,2023-09-17,True
CUST0452,41,user452@gmail.com,France,PRD013,Alimentation,49.46,2023-02-28,True
CUST0453,67,user453@gmail.com,USA,PRD024,Sport,61.49,2023-09-21,True
CUST0455,44,user455@hotmail.com,Belgique,PRD028,Alimentation,63.74,2023-04-29,True
CUST0457,43,user457@hotmail.com,France,PRD007,Électronique,28.66,2023-09-05,True
CUST0459,24,user459@yaho.com,,PRD026,Électronique,29.7,2023-03-16,True
CUST0461,53,user461@yaho.com,Canada,PRD017,Alimentation,66.59,2023-02-18,True
CUST0462,58,user462@hotmail.com,France,PRD019,Électronique,28.53,2023-03-20,True
CUST0465,38,user465@yaho.com,Belgique,PRD028,Alimentation,54.03,2023-10-01,True
CUST0467,65,user467@yaho.com,France,PRD020,Mode,7.41,2023-08-02,True
CUST0470,18,user470@gmail.com,Canada,PRD025,Mode,56.3,2023-03-29,True
CUST0472,20,user472@gmail.com,,PRD019,Électronique,49.08,2023-09-21,True
CUST0473,66,user473@gmail.com,France,PRD013,Sport,90.86,,True
CUST0474,46,user474@yaho.com,France,PRD014,Sport,25.75,2023-06-06,True
CUST0476,22,user476@gmail.com,Canada,PRD029,Maison,43.0,2023-05-19,True
CUST0479,46,user479@hotmail.com,Canada,PRD016,Alimentation,63.77,2023-04-17,True
CUST0480,52,user480@hotmail.com,Belgique,PRD029,Mode,57.45,2023-05-27,True
CUST0481,56,user481@gmail.com,,PRD011,Maison,81.98,2023-05-17,True
CUST0482,42,user482@hotmail.com,France,PRD019,Mode,72.5,2023-06-11,True
CUST0484,49,user484@hotmail.com,,PRD008,Maison,55.89,,True
CUST0486,20,user486@gmail.com,Canada,PRD015,Sport,39.2,2023-03-24,True
